"Library Name";"Library Type";"Library Language";"title";"originalTitle";"SeasonNames";"SeasonNumbers";"SeasonRatingKeys";"year";"tvdbid";"imdbid";"tmdbid";"ratingKey";"Path";"RootFoldername";"MultipleVersions";"PlexPosterUrl";"PlexBackgroundUrl";"PlexSeasonUrls"
"Movies";"movie";"en";"2 Fast 2 Furious";;;;;"2003";"20800";"tt0322259";"584";"41673";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/41673/thumb/1728225000";"/library/metadata/41673/art/1728225000";
"Movies";"movie";"en";"6 Underground";;;;;"2019";"16304";"tt8106534";"509967";"56097";"/data/Movies/";"Six Underground (2019)";"False";"/library/metadata/56097/thumb/1728225011";;
"Movies";"movie";"en";"The 13th Warrior";;;;;"1999";"2131";"tt0120657";"1911";"15083";"/data/Movies/";"The 13th Warrior (1999)";"False";"/library/metadata/15083/thumb/1728224997";"/library/metadata/15083/art/1728224997";
"Movies";"movie";"en";"21 Bridges";;;;;"2019";"22403";"tt8688634";"535292";"13931";"/data/Movies/";"21 Bridges (2019)";"False";"/library/metadata/13931/thumb/1728225003";"/library/metadata/13931/art/1728225003";
"Movies";"movie";"en";"21 Jump Street";;;;;"2012";"628";"tt1232829";"64688";"13936";"/data/Movies/";"21 Jump Street (2012)";"False";"/library/metadata/13936/thumb/1728225005";"/library/metadata/13936/art/1728225005";
"Movies";"movie";"en";"22 Jump Street";;;;;"2014";"735";"tt2294449";"187017";"13937";"/data/Movies/";"22 Jump Street (2014)";"False";"/library/metadata/13937/thumb/1728225006";"/library/metadata/13937/art/1728225006";
"Movies";"movie";"en";"25th Anniversary Studio Ghibli Concert";"久石譲 in 武道館 ~宮崎アニメと共に歩んだ25年間";;;;"2008";"33428";"tt4673554";"66943";"40700";"/data/Movies/";"11. Movies - Studio Ghibli";"False";"/library/metadata/40700/thumb/1728225006";"/library/metadata/40700/art/1728225006";
"Movies";"movie";"en";"28 Weeks Later";;;;;"2007";"835";"tt0463854";"1562";"39878";"/data/Movies/";"4. Movies - Horror";"False";"/library/metadata/39878/thumb/1728225007";"/library/metadata/39878/art/1728225007";
"Movies";"movie";"en";"The 39 Steps";;;;;"2008";"35655";"tt1282016";"16877";"15218";"/data/Movies/";"The 39 Steps (2008)";"False";"/library/metadata/15218/thumb/1728225009";"/library/metadata/15218/art/1728225009";
"Movies";"movie";"en";"47 Ronin";;;;;"2013";"1535";"tt1335975";"64686";"13963";"/data/Movies/";"47 Ronin (2013)";"False";"/library/metadata/13963/thumb/1728225010";"/library/metadata/13963/art/1728225010";
"Movies";"movie";"en";"101 Dalmatians 2: Patch's London Adventure";"101 Dalmatians II: Patch's London Adventure";;;;"2002";"2070";"tt0324941";"13654";"55675";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55675/thumb/1728224995";;
"Movies";"movie";"en";"102 Dalmatians";;;;;"2000";"5549";"tt0211181";"10481";"55676";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55676/thumb/1728224996";"/library/metadata/55676/art/1728224996";
"Movies";"movie";"en";"200 Cigarettes";;;;;"1999";"12525";"tt0137338";"15256";"43711";"/data/Movies/";"3. Movies - Holiday";"False";"/library/metadata/43711/thumb/1728225001";"/library/metadata/43711/art/1728225001";
"Movies";"movie";"en";"300";;;;;"2007";"807";"tt0416449";"1271";"13944";"/data/Movies/";"300 (2007)";"False";"/library/metadata/13944/thumb/1728225008";"/library/metadata/13944/art/1728225008";
"Movies";"movie";"en";"1408";;;;;"2007";"1408";"tt0450385";"3021";"12389";"/data/Movies/";"1408 (2007)";"False";"/library/metadata/12389/thumb/1728224998";"/library/metadata/12389/art/1728224998";
"Movies";"movie";"en";"1948 Melody Time";;;;;;;;;"55670";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55670/thumb/1728224999";"/library/metadata/55670/art/1728224999";
"Movies";"movie";"en";"2012";;;;;"2009";"678";"tt1190080";"14161";"13919";"/data/Movies/";"2012 (2009)";"False";"/library/metadata/13919/thumb/1728225002";"/library/metadata/13919/art/1728225002";
"Movies";"movie";"en";"Abigail";;;;;"2024";"353024";"tt27489557";"1111873";"37863";"/data/Movies/";"Abigail (2024)";"False";"/library/metadata/37863/thumb/1728225011";"/library/metadata/37863/art/1728225011";
"Movies";"movie";"en";"Abominable";;;;;"2019";"12176";"tt6324278";"431580";"38040";"/data/Movies/";"1. Movies - Animated";"False";"/library/metadata/38040/thumb/1728225013";"/library/metadata/38040/art/1728225013";
"Movies";"movie";"en";"The Abyss";;;;;"1989";"2273";"tt0096754";"2756";"15182";"/data/Movies/";"The Abyss (1989)";"False";"/library/metadata/15182/thumb/1728225014";"/library/metadata/15182/art/1728225014";
"Movies";"movie";"en";"The Addams Family";;;;;"2019";"63187";"tt1620981";"481084";"13507";"/data/Movies/";"The Addams Family (2019)";"False";"/library/metadata/13507/thumb/1728225015";"/library/metadata/13507/art/1728225015";
"Movies";"movie";"en";"The Adventures of Ichabod and Mr. Toad";;;;;"1949";"3446";"tt0041094";"13465";"55391";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55391/thumb/1728225016";;
"Movies";"movie";"en";"Air";;;;;"2023";"343593";"tt16419074";"964980";"56295";"/data/Movies/";"Air (2023)";"False";"/library/metadata/56295/thumb/1728225017";"/library/metadata/56295/art/1728225017";
"Movies";"movie";"en";"Air Bud: Seventh Inning Fetch";;;;;"2002";"10202";"tt0288415";"21518";"55678";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55678/thumb/1728225018";"/library/metadata/55678/art/1728225018";
"Movies";"movie";"en";"Air Bud: Spikes Back";;;;;"2003";"13792";"tt0337812";"24794";"55679";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55679/thumb/1728225018";"/library/metadata/55679/art/1728225018";
"Movies";"movie";"en";"Air Bud: World Pup";"Air Bud 3: World Pup";;;;"2000";"11991";"tt0161220";"20755";"55680";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55680/thumb/1728225019";;
"Movies";"movie";"en";"Air Buddies";;;;;"2006";"4877";"tt0470982";"9973";"55694";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55694/thumb/1728225019";"/library/metadata/55694/art/1728225019";
"Movies";"movie";"en";"Airheads";;;;;"1994";"4360";"tt0109068";"13595";"14706";"/data/Movies/";"Airheads (1994)";"False";"/library/metadata/14706/thumb/1728225019";"/library/metadata/14706/art/1728225019";
"Movies";"movie";"en";"Aladdin";;;;;"1992";"285";"tt0103639";"812";"55439";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55439/thumb/1728225020";"/library/metadata/55439/art/1728225020";
"Movies";"movie";"en";"Aladdin";;;;;"2019";"6792";"tt6139732";"420817";"14729";"/data/Movies/";"Aladdin (2019)";"False";"/library/metadata/14729/thumb/1728225020";"/library/metadata/14729/art/1728225020";
"Movies";"movie";"en";"Aladdin and the King of Thieves";;;;;"1996";"1985";"tt0115491";"11238";"55441";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55441/thumb/1728225021";;
"Movies";"movie";"en";"Alexander and the Terrible, Horrible, No Good, Very Bad Day";;;;;"2014";"7994";"tt1698641";"218778";"54896";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/54896/thumb/1728225021";;
"Movies";"movie";"en";"Alice in Wonderland";;;;;"1951";"925";"tt0043274";"12092";"55392";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55392/thumb/1728225022";"/library/metadata/55392/art/1728225022";
"Movies";"movie";"en";"Alice in Wonderland";;;;;"2010";"693";"tt1014759";"12155";"14948";"/data/Movies/";"Alice in Wonderland (2010)";"True";"/library/metadata/14948/thumb/1728225022";"/library/metadata/14948/art/1728225022";
"Movies";"movie";"en";"Alice Through the Looking Glass";;;;;"2016";"589";"tt2567026";"241259";"15288";"/data/Movies/";"Alice Through the Looking Glass (2016)";"False";"/library/metadata/15288/thumb/1728225021";"/library/metadata/15288/art/1728225021";
"Movies";"movie";"en";"Alien Resurrection";;;;;"1997";"784";"tt0118583";"8078";"43268";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43268/thumb/1728225023";"/library/metadata/43268/art/1728225023";
"Movies";"movie";"en";"Alien vs. Predator";"AVP: Alien vs. Predator";;;;"2004";"1589";"tt0370263";"395";"43246";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43246/thumb/1728225024";"/library/metadata/43246/art/1728225024";
"Movies";"movie";"en";"Alien³";;;;;"1992";"670";"tt0103644";"8077";"43278";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43278/thumb/1728225028";"/library/metadata/43278/art/1728225028";
"Movies";"movie";"en";"Aliens";;;;;"1986";"654";"tt0090605";"679";"43272";"/data/Movies/";"9. Movies - Series";"True";"/library/metadata/43272/thumb/1728225026";"/library/metadata/43272/art/1728225026";
"Movies";"movie";"en";"Aliens vs. Predator: Requiem";"AVPR: Aliens vs Predator - Requiem";;;;"2007";"1227";"tt0758730";"440";"43277";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43277/thumb/1728225028";"/library/metadata/43277/art/1728225028";
"Movies";"movie";"en";"Alita: Battle Angel";;;;;"2019";"1";"tt0437086";"399579";"14962";"/data/Movies/";"Alita Battle Angel (2019)";"False";"/library/metadata/14962/thumb/1728225029";"/library/metadata/14962/art/1728225029";
"Movies";"movie";"en";"Alley Cats Strike";;;;;"2000";"40663";"tt0217990";"72753";"55695";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55695/thumb/1728225030";;
"Movies";"movie";"en";"Almost Famous";;;;;"2000";"2441";"tt0181875";"786";"14963";"/data/Movies/";"Almost Famous (2000)";"False";"/library/metadata/14963/thumb/1728225031";"/library/metadata/14963/art/1728225031";
"Movies";"movie";"en";"Alpha Dog";;;;;"2006";"3774";"tt0426883";"7457";"15271";"/data/Movies/";"Alpha Dog (2006)";"False";"/library/metadata/15271/thumb/1728225031";"/library/metadata/15271/art/1728225031";
"Movies";"movie";"en";"The Amazing Spider-Man";;;;;"2012";"473";"tt0948470";"1930";"39632";"/data/Movies/";"7. Movies - Marvel";"False";"/library/metadata/39632/thumb/1728225033";"/library/metadata/39632/art/1728225033";
"Movies";"movie";"en";"The Amazing Spider-Man 2";;;;;"2014";"552";"tt1872181";"102382";"39665";"/data/Movies/";"7. Movies - Marvel";"False";"/library/metadata/39665/thumb/1728225034";"/library/metadata/39665/art/1728225034";
"Movies";"movie";"en";"American Gangster";;;;;"2007";"839";"tt0765429";"4982";"15287";"/data/Movies/";"American Gangster (2007)";"False";"/library/metadata/15287/thumb/1728225035";"/library/metadata/15287/art/1728225035";
"Movies";"movie";"en";"American History X";;;;;"1998";"896";"tt0120586";"73";"13340";"/data/Movies/";"American History X (1998)";"False";"/library/metadata/13340/thumb/1728225036";"/library/metadata/13340/art/1728225036";
"Movies";"movie";"en";"American Psycho";;;;;"2000";"1182";"tt0144084";"1359";"39879";"/data/Movies/";"4. Movies - Horror";"False";"/library/metadata/39879/thumb/1728225037";"/library/metadata/39879/art/1728225037";
"Movies";"movie";"en";"Angels in the Outfield";;;;;"1994";"6489";"tt0109127";"24795";"55697";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55697/thumb/1728225038";"/library/metadata/55697/art/1728225038";
"Movies";"movie";"en";"Animaniacs: Wakko's Wish";;;;;"1999";"31262";"tt0164226";"73901";"38905";"/data/Movies/";"1. Movies - Animated";"False";"/library/metadata/38905/thumb/1728225039";"/library/metadata/38905/art/1728225039";
"Movies";"movie";"en";"Anna and the Apocalypse";;;;;"2018";"4910";"tt6433880";"461928";"43759";"/data/Movies/";"3. Movies - Holiday";"False";"/library/metadata/43759/thumb/1728225040";"/library/metadata/43759/art/1728225040";
"Movies";"movie";"en";"Annabelle";;;;;"2014";"4756";"tt3322940";"250546";"40413";"/data/Movies/";"4. Movies - Horror";"False";"/library/metadata/40413/thumb/1728225041";"/library/metadata/40413/art/1728225041";
"Movies";"movie";"en";"Annabelle Comes Home";;;;;"2019";"16669";"tt8350360";"521029";"40414";"/data/Movies/";"4. Movies - Horror";"False";"/library/metadata/40414/thumb/1728225042";"/library/metadata/40414/art/1728225042";
"Movies";"movie";"en";"Annabelle: Creation";;;;;"2017";"1198";"tt5140878";"396422";"40415";"/data/Movies/";"4. Movies - Horror";"False";"/library/metadata/40415/thumb/1728225043";"/library/metadata/40415/art/1728225043";
"Movies";"movie";"en";"Annie Hall";;;;;"1977";"3855";"tt0075686";"703";"13341";"/data/Movies/";"Annie Hall (1977)";"False";"/library/metadata/13341/thumb/1728225044";"/library/metadata/13341/art/1728225044";
"Movies";"movie";"en";"Ant-Man";;;;;"2015";"163";"tt0478970";"102899";"40792";"/data/Movies/";"8. Movies - MCU - Infinity Saga";"False";"/library/metadata/40792/thumb/1728225044";"/library/metadata/40792/art/1728225044";
"Movies";"movie";"en";"Ant-Man and the Wasp";;;;;"2018";"28";"tt5095030";"363088";"40793";"/data/Movies/";"8. Movies - MCU - Infinity Saga";"False";"/library/metadata/40793/thumb/1728225045";"/library/metadata/40793/art/1728225045";
"Movies";"movie";"en";"Antlers";;;;;"2021";"132175";"tt7740510";"516329";"13342";"/data/Movies/";"Antlers (2021)";"False";"/library/metadata/13342/thumb/1728225046";"/library/metadata/13342/art/1728225046";
"Movies";"movie";"en";"Apocalypse Now";;;;;"1979";"1077";"tt0078788";"28";"13356";"/data/Movies/";"Apocalypse Now (1979)";"False";"/library/metadata/13356/thumb/1728225047";"/library/metadata/13356/art/1728225047";
"Movies";"movie";"en";"Aquaman";;;;;"2018";"39";"tt1477834";"297802";"38923";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38923/thumb/1728225047";"/library/metadata/38923/art/1728225047";
"Movies";"movie";"en";"Arcadian";;;;;"2024";"355133";"tt22939186";"1051896";"37879";"/data/Movies/";"Arcadian (2024)";"False";"/library/metadata/37879/thumb/1728225048";"/library/metadata/37879/art/1728225048";
"Movies";"movie";"en";"The AristoCats";;;;;"1970";"696";"tt0065421";"10112";"55417";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55417/thumb/1728225049";"/library/metadata/55417/art/1728225049";
"Movies";"movie";"en";"Armageddon";;;;;"1998";"612";"tt0120591";"95";"13359";"/data/Movies/";"Armageddon (1998)";"False";"/library/metadata/13359/thumb/1728225049";"/library/metadata/13359/art/1728225049";
"Movies";"movie";"en";"Army of Darkness";;;;;"1992";"1446";"tt0106308";"766";"39880";"/data/Movies/";"4. Movies - Horror";"False";"/library/metadata/39880/thumb/1728225050";"/library/metadata/39880/art/1728225050";
"Movies";"movie";"en";"Around the World in 80 Days";;;;;"2004";"681";"tt0327437";"10204";"55698";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55698/thumb/1728225051";;
"Movies";"movie";"en";"Arthur Christmas";;;;;"2011";"2483";"tt1430607";"51052";"43771";"/data/Movies/";"3. Movies - Holiday";"False";"/library/metadata/43771/thumb/1728225052";"/library/metadata/43771/art/1728225052";
"Movies";"movie";"en";"The Assassination of Jesse James by the Coward Robert Ford";;;;;"2007";"3596";"tt0443680";"4512";"13543";"/data/Movies/";"The Assassination of Jesse James by the Coward Robert Ford (2007)";"False";"/library/metadata/13543/thumb/1728225052";"/library/metadata/13543/art/1728225052";
"Movies";"movie";"en";"The Astronaut Farmer";;;;;"2006";"10107";"tt0469263";"5172";"13544";"/data/Movies/";"The Astronaut Farmer (2006)";"False";"/library/metadata/13544/thumb/1728225053";"/library/metadata/13544/art/1728225053";
"Movies";"movie";"en";"Atlantis: Milo's Return";;;;;"2003";"4463";"tt0344864";"8965";"55699";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55699/thumb/1728225054";;
"Movies";"movie";"en";"Atlantis: The Lost Empire";;;;;"2001";"768";"tt0230011";"10865";"55700";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55700/thumb/1728225055";;
"Movies";"movie";"en";"Atonement";;;;;"2007";"1828";"tt0783233";"4347";"13362";"/data/Movies/";"Atonement (2007)";"False";"/library/metadata/13362/thumb/1728225056";"/library/metadata/13362/art/1728225056";
"Movies";"movie";"en";"Avalon High";;;;;"2010";"6806";"tt1614950";"50479";"54898";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/54898/thumb/1728225057";"/library/metadata/54898/art/1728225057";
"Movies";"movie";"en";"Avatar";;;;;"2009";"165";"tt0499549";"19995";"13373";"/data/Movies/";"Avatar (2009)";"False";"/library/metadata/13373/thumb/1728225058";"/library/metadata/13373/art/1728225058";
"Movies";"movie";"en";"The Avengers";;;;;"2012";"31";"tt0848228";"24428";"41173";"/data/Movies/";"8. Movies - MCU - Infinity Saga";"False";"/library/metadata/41173/thumb/1728225061";"/library/metadata/41173/art/1728225061";
"Movies";"movie";"en";"Avengers Confidential: Black Widow & Punisher";"アベンジャーズ コンフィデンシャル：ブラック・ウィドウ ＆ パニッシャー";;;;"2014";"5853";"tt3482378";"257346";"39830";"/data/Movies/";"7. Movies - Marvel";"False";"/library/metadata/39830/thumb/1728225062";"/library/metadata/39830/art/1728225062";
"Movies";"movie";"en";"Avengers: Infinity War";;;;;"2018";"8";"tt4154756";"299536";"40859";"/data/Movies/";"8. Movies - MCU - Infinity Saga";"False";"/library/metadata/40859/thumb/1728225063";"/library/metadata/40859/art/1728225063";
"Movies";"movie";"en";"Babel";;;;;"2006";"1673";"tt0449467";"1164";"13378";"/data/Movies/";"Babel (2006)";"False";"/library/metadata/13378/thumb/1728225064";"/library/metadata/13378/art/1728225064";
"Movies";"movie";"en";"Babes in Toyland";;;;;"1961";"23045";"tt0054649";"32611";"43772";"/data/Movies/";"3. Movies - Holiday";"False";"/library/metadata/43772/thumb/1728225065";"/library/metadata/43772/art/1728225065";
"Movies";"movie";"en";"Back to the Future";;;;;"1985";"299";"tt0088763";"105";"43230";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43230/thumb/1728225066";"/library/metadata/43230/art/1728225066";
"Movies";"movie";"en";"Back to the Future Part II";;;;;"1989";"1605";"tt0096874";"165";"43232";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43232/thumb/1728225067";"/library/metadata/43232/art/1728225067";
"Movies";"movie";"en";"Back to the Future Part III";;;;;"1990";"2290";"tt0099088";"196";"43233";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43233/thumb/1728225068";"/library/metadata/43233/art/1728225068";
"Movies";"movie";"en";"Bad Boys";;;;;"1995";"898";"tt0112442";"9737";"43228";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43228/thumb/1728225069";"/library/metadata/43228/art/1728225069";
"Movies";"movie";"en";"Bad Boys for Life";;;;;"2020";"25615";"tt1502397";"38700";"13387";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/13387/thumb/1728225071";"/library/metadata/13387/art/1728225071";
"Movies";"movie";"en";"Bad Boys II";;;;;"2003";"2079";"tt0172156";"8961";"43229";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/43229/thumb/1728225070";"/library/metadata/43229/art/1728225070";
"Movies";"movie";"en";"Bad Boys: Ride or Die";;;;;"2024";"88362";"tt4919268";"573435";"56274";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/56274/thumb/1728225072";"/library/metadata/56274/art/1728225072";
"Movies";"movie";"en";"Bad Hair Day";;;;;"2015";"13221";"tt3856042";"317198";"54899";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/54899/thumb/1728225073";;
"Movies";"movie";"en";"Bad Moms";;;;;"2016";"1841";"tt4651520";"376659";"43776";"/data/Movies/";"3. Movies - Holiday";"False";"/library/metadata/43776/thumb/1728225073";"/library/metadata/43776/art/1728225073";
"Movies";"movie";"en";"A Bad Moms Christmas";;;;;"2017";"962";"tt6359956";"431530";"43712";"/data/Movies/";"3. Movies - Holiday";"False";"/library/metadata/43712/thumb/1728225074";"/library/metadata/43712/art/1728225074";
"Movies";"movie";"en";"Bad Santa";;;;;"2003";"2460";"tt0307987";"10147";"43798";"/data/Movies/";"3. Movies - Holiday";"False";"/library/metadata/43798/thumb/1728225075";"/library/metadata/43798/art/1728225075";
"Movies";"movie";"en";"Bad Santa 2";;;;;"2016";"4414";"tt1798603";"338964";"43799";"/data/Movies/";"3. Movies - Holiday";"False";"/library/metadata/43799/thumb/1728225075";"/library/metadata/43799/art/1728225075";
"Movies";"movie";"en";"Bambi";;;;;"1942";"1151";"tt0034492";"3170";"55385";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55385/thumb/1728225076";"/library/metadata/55385/art/1728225076";
"Movies";"movie";"en";"Bambi II";;;;;"2006";"3802";"tt0447854";"13205";"55701";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55701/thumb/1728225076";"/library/metadata/55701/art/1728225076";
"Movies";"movie";"en";"The Bank Job";;;;;"2008";"2477";"tt0200465";"8848";"13580";"/data/Movies/";"The Bank Job (2008)";"False";"/library/metadata/13580/thumb/1728225077";"/library/metadata/13580/art/1728225077";
"Movies";"movie";"en";"The Banshees of Inisherin";;;;;"2022";"175911";"tt11813216";"674324";"55364";"/data/Movies/";"The Banshees of Inisherin 2022";"False";"/library/metadata/55364/thumb/1728225078";"/library/metadata/55364/art/1728225078";
"Movies";"movie";"en";"Batman";;;;;"1989";"1204";"tt0096895";"268";"38932";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38932/thumb/1728225080";"/library/metadata/38932/art/1728225080";
"Movies";"movie";"en";"The Batman";;;;;"2022";"15778";"tt1877830";"414906";"39234";"/data/Movies/";"2. Movies - DC";"True";"/library/metadata/39234/thumb/1728225079";"/library/metadata/39234/art/1728225079";
"Movies";"movie";"en";"Batman & Robin";;;;;"1997";"1704";"tt0118688";"415";"38926";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38926/thumb/1728225082";"/library/metadata/38926/art/1728225082";
"Movies";"movie";"en";"Batman and Superman: Battle of the Super Sons";;;;;"2022";"332895";"tt21197740";"886396";"39014";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/39014/thumb/1728225091";"/library/metadata/39014/art/1728225091";
"Movies";"movie";"en";"Batman Begins";;;;;"2005";"293";"tt0372784";"272";"38965";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38965/thumb/1728225084";"/library/metadata/38965/art/1728225084";
"Movies";"movie";"en";"Batman Beyond: Return of the Joker";;;;;"2000";"5402";"tt0233298";"16234";"38966";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38966/thumb/1728225085";"/library/metadata/38966/art/1728225085";
"Movies";"movie";"en";"Batman Forever";;;;;"1995";"1180";"tt0112462";"414";"38967";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38967/thumb/1728225086";"/library/metadata/38967/art/1728225086";
"Movies";"movie";"en";"Batman Returns";;;;;"1992";"865";"tt0103776";"364";"38994";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38994/thumb/1728225088";"/library/metadata/38994/art/1728225088";
"Movies";"movie";"en";"Batman v Superman: Dawn of Justice";;;;;"2016";"158";"tt2975590";"209112";"39018";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/39018/thumb/1728225092";"/library/metadata/39018/art/1728225092";
"Movies";"movie";"en";"Batman vs Teenage Mutant Ninja Turtles";;;;;"2019";"59371";"tt9775360";"581997";"39022";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/39022/thumb/1728225093";"/library/metadata/39022/art/1728225093";
"Movies";"movie";"en";"Batman: Gotham Knight";;;;;"2008";"4605";"tt1117563";"13851";"38968";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38968/thumb/1728225094";"/library/metadata/38968/art/1728225094";
"Movies";"movie";"en";"Batman: Hush";;;;;"2019";"18090";"tt8752440";"537056";"38971";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38971/thumb/1728225095";"/library/metadata/38971/art/1728225095";
"Movies";"movie";"en";"Batman: Mask of the Phantasm";;;;;"1993";"6057";"tt0106364";"14919";"38993";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38993/thumb/1728225097";"/library/metadata/38993/art/1728225097";
"Movies";"movie";"en";"Batman: The Doom That Came to Gotham";;;;;"2023";"343620";"tt24223450";"1003579";"38995";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38995/thumb/1728225100";"/library/metadata/38995/art/1728225100";
"Movies";"movie";"en";"Batman: The Long Halloween";;;;;"2021";"359127";"tt21445686";"1010830";"38996";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/38996/thumb/1728225102";"/library/metadata/38996/art/1728225102";
"Movies";"movie";"en";"Batman: The Long Halloween, Part Two";;;;;"2021";"174866";"tt14402926";"736074";"39013";"/data/Movies/";"2. Movies - DC";"False";"/library/metadata/39013/thumb/1728225107";"/library/metadata/39013/art/1728225107";
"Movies";"movie";"en";"Battle for the Planet of the Apes";;;;;"1973";"5119";"tt0069768";"1705";"42216";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/42216/thumb/1728225116";"/library/metadata/42216/art/1728225116";
"Movies";"movie";"en";"Battle Los Angeles";"Battle: Los Angeles";;;;"2011";"1808";"tt1217613";"44943";"15142";"/data/Movies/";"Battle Los Angeles (2011)";"False";"/library/metadata/15142/thumb/1728225113";"/library/metadata/15142/art/1728225113";
"Movies";"movie";"en";"Battlestar Galactica: Blood & Chrome";;;;;"2012";;"tt1704292";"257368";"37941";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/37941/thumb/1728225117";"/library/metadata/37941/art/1728225117";
"Movies";"movie";"en";"Battlestar Galactica: Razor";;;;;"2007";"134906";"tt0991178";"69315";"37942";"/data/Movies/";"9. Movies - Series";"False";"/library/metadata/37942/thumb/1728225118";"/library/metadata/37942/art/1728225118";
"Movies";"movie";"en";"Be Kind Rewind";;;;;"2008";"6012";"tt0799934";"4953";"15144";"/data/Movies/";"Be Kind Rewind (2008)";"False";"/library/metadata/15144/thumb/1728225118";"/library/metadata/15144/art/1728225118";
"Movies";"movie";"en";"A Beautiful Planet";;;;;"2016";"15596";"tt2800050";"365997";"15269";"/data/Movies/";"A Beautiful Planet (2016)";"False";"/library/metadata/15269/thumb/1728225119";"/library/metadata/15269/art/1728225119";
"Movies";"movie";"en";"Beauty and the Beast";;;;;"1991";"226";"tt0101414";"10020";"55442";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55442/thumb/1728225120";;
"Movies";"movie";"en";"Beauty and the Beast: The Enchanted Christmas";;;;;"1997";"3270";"tt0118692";"13313";"55444";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55444/thumb/1728225122";;
"Movies";"movie";"en";"Bedtime Stories";;;;;"2008";"1506";"tt0960731";"10202";"55702";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55702/thumb/1728225122";"/library/metadata/55702/art/1728225122";
"Movies";"movie";"en";"The Beekeeper";;;;;"2024";"349405";"tt15314262";"866398";"13581";"/data/Movies/";"The Beekeeper (2024)";"False";"/library/metadata/13581/thumb/1728225124";"/library/metadata/13581/art/1728225124";
"Movies";"movie";"en";"Beetlejuice";;;;;"1988";"344";"tt0094721";"4011";"15164";"/data/Movies/";"Beetlejuice (1988)";"False";"/library/metadata/15164/thumb/1728225125";"/library/metadata/15164/art/1728225125";
"Movies";"movie";"en";"Being the Ricardos";;;;;"2021";"98098";"tt4995540";"517088";"13973";"/data/Movies/";"Being the Ricardos (2021)";"False";"/library/metadata/13973/thumb/1728225127";"/library/metadata/13973/art/1728225127";
"Movies";"movie";"en";"Belle's Magical World";"Beauty and the Beast: Belle's Magical World";;;;"1998";"5193";"tt0167038";"20235";"55669";"/data/Movies/";"13. Movies - Disney";"False";"/library/metadata/55669/thumb/1728225128";"/library/metadata/55669/art/1728225128";
